filename,width,height,class,xmin,ymin,xmax,ymax
pistol_530_jpg.rf.2da6198c801f25810cb60ee6372baa1a.jpg,640,640,gun,157,189,181,234
armas_1086_jpg.rf.2dca300e8fa1bdce67ac3d4446408304.jpg,640,640,gun,10,4,630,611
armas_2631_jpg.rf.2d597358ad062acb24a40f41caf1c901.jpg,640,640,gun,69,28,374,404
armas_2631_jpg.rf.2d597358ad062acb24a40f41caf1c901.jpg,640,640,gun,268,232,586,611
armas_332_jpg.rf.2dbcb59c5b356a338e2e4517da32fd33.jpg,640,640,gun,4,245,314,493
armas_332_jpg.rf.2dbcb59c5b356a338e2e4517da32fd33.jpg,640,640,gun,432,2,513,626
armas_2119_jpg.rf.2c94ada3fb9ee12dd48d83af69d177dd.jpg,640,640,gun,0,0,621,579
pistol_795_jpg.rf.2db43ff72fa20d10746869232de391fc.jpg,640,640,gun,200,249,221,280
pistol_731_jpg.rf.2da29a868cf6782dc3a9c44c5db196c7.jpg,640,640,gun,34,546,53,606
CAR01397_jpg.rf.2db41e289beca0fb6f4db753706fc3dc.jpg,640,640,gun,321,430,526,535
armas_3592_jpg.rf.2c8a7b34b1a5843b0ccbb6c292985775.jpg,640,640,gun,186,457,405,541
armas_619_jpg.rf.2d7fb7e44e4c8eac488cf0095d83b7de.jpg,640,640,gun,321,142,398,252
armas_909_jpg.rf.2dca07a5617887a6829db30210c4f166.jpg,640,640,gun,279,89,464,230
CAR00221_jpg.rf.2dd4a8ebb3513c13e68b7838999b27e5.jpg,640,640,gun,504,356,608,450
pistol_1156_jpg.rf.2e00f18a7fc6f2cdcdb5fc817cb8e43d.jpg,640,640,gun,223,399,256,432
armas_2060_jpg.rf.2e415b2d68e24a27894daccf01697167.jpg,640,640,gun,22,39,619,624
armas_1844_jpg.rf.2e58d684383b61cb55ceaff38f01b81f.jpg,640,640,gun,74,44,625,464
CA00198_jpg.rf.2e22a91c399142331b0e0fe6a2103f09.jpg,640,640,gun,240,422,450,626
armas_624_jpg.rf.2e661960c8b49c8dcb676bcf9303e8a9.jpg,640,640,gun,144,198,248,294
armas_624_jpg.rf.2e661960c8b49c8dcb676bcf9303e8a9.jpg,640,640,gun,37,127,105,219
armas_2198_jpg.rf.2e5bb554cd59a89c26df60c1ba7eff49.jpg,640,640,gun,223,239,329,360
armas_3163_jpg.rf.2ddd93596a0f7cdc7dfb95a7081aff01.jpg,640,640,gun,106,165,176,216
pistol_1971_jpg.rf.2e9770ed4a25fbcc5e196a5afd86d99e.jpg,640,640,gun,215,421,226,460
armas_2398_jpg.rf.2e782ec3ad150c76e22515c0cc111d0e.jpg,640,640,gun,319,162,592,389
armas_315_jpg.rf.2eb4b67f3e0b72caab3a52a4e10691f2.jpg,640,640,gun,6,47,614,548
armas_902_jpg.rf.2e63ee04dedc51d4845434128828ed6e.jpg,640,640,gun,2,10,627,629
armas_2661_jpg.rf.2eb6e224cfe2abca254b19bb783f0e98.jpg,640,640,gun,7,234,608,598
CAR00137_jpg.rf.2eb6a87211008717b0ebe14dc3323ab9.jpg,640,640,gun,435,302,535,423
armas_2243_jpg.rf.2ec78ead72c147dd8ade0b62c6946b63.jpg,640,640,gun,30,75,616,563
pistol_1135_jpg.rf.2e4d74894247533101988180922da01b.jpg,640,640,gun,333,193,367,234
pistol_1310_jpg.rf.2efdaf0da5cdf12e73cbbf378a3c8683.jpg,640,640,gun,336,500,362,558
pistol_1294_jpg.rf.2e4649b95a823bc4949c8e1f73df9e63.jpg,640,640,gun,268,398,284,443
armas_1601_jpg.rf.2f0e586551c55695d1d659f791de5645.jpg,640,640,gun,120,112,179,137
armas_919_jpg.rf.2eca5ea6d90aea37766de4592295967f.jpg,640,640,gun,191,259,281,400
armas_3519_jpg.rf.2e9ed2f21143230814516347010b6c5b.jpg,640,640,gun,31,97,581,482
armas_142_jpg.rf.2f093935f2526028e3c57d0da8c7fe24.jpg,640,640,gun,168,170,388,400
pistol_1237_jpg.rf.2ed90a707575a42660f73e4523dd28e0.jpg,640,640,gun,169,246,203,306
armas_962_jpg.rf.2f3c85c46a5b97a0ef9bd823e6c3ab07.jpg,640,640,gun,72,89,560,449
armas_2230_jpg.rf.2f2786a6cf5341fbecb69d0e72fe81ea.jpg,640,640,gun,1,76,214,207
pistol_2139_jpg.rf.2e9d60a20f18b8e5255ad58e77784403.jpg,640,640,gun,309,370,322,409
armas_1758_jpg.rf.2f3d28a9bed61c3b68f55f4c7f586228.jpg,640,640,gun,19,18,640,624
pistol_968_jpg.rf.2f6f3c34dda84599160775b964ba32e1.jpg,640,640,gun,150,414,169,475
armas_2301_jpg.rf.2eceb0c747d835d8e2d1490a82e9ce3e.jpg,640,640,gun,51,83,495,555
pistol_1858_jpg.rf.2f464cc940ee2c437f9560d64d64ffee.jpg,640,640,gun,319,514,350,565
pistol_1542_jpg.rf.2f5dc055d58fc0e843847749d3a0618e.jpg,640,640,gun,405,541,441,581
armas_2902_jpg.rf.2f6e323e19ccc0370063295ebdda8a52.jpg,640,640,gun,12,30,611,555
armas_2507_jpg.rf.2f7b4ecab9a06e3b945fb869442f915c.jpg,640,640,gun,10,4,622,634
pistol_2244_jpg.rf.2f7e071287be918dfa8a186b78811b98.jpg,640,640,gun,239,532,266,553
pistol_933_jpg.rf.2f73e3b21379a14ea6f5960c74e512b2.jpg,640,640,gun,322,509,348,556
pistol_1919_jpg.rf.2f8722b8aa5c94642c51d835106b19c8.jpg,640,640,gun,406,370,425,409
pistol_2649_jpg.rf.2f991894ad066238d5046936b3385905.jpg,640,640,gun,282,415,310,443
pistol_472_jpg.rf.2fecc0d7757cf8a0c885e08c5e323119.jpg,640,640,gun,173,172,199,199
pistol_2191_jpg.rf.2fe4cedbfee26b55f3a9aee021cfbaa8.jpg,640,640,gun,287,365,304,386
armas_2677_jpg.rf.2fab341bedc66f700ab823c70f9ea849.jpg,640,640,gun,215,524,351,637
pistol_2729_jpg.rf.2fd5e6aa609e7bee9c3ba3fd91cfbba0.jpg,640,640,gun,228,443,254,482
pistol_944_jpg.rf.2ff714231a34e5b548aedd31171ae3c5.jpg,640,640,gun,98,238,108,264
armas_1818_jpg.rf.30114e4018711f30c7fd8e96fac7d37f.jpg,640,640,gun,465,287,516,345
armas_1647_jpg.rf.3021bb0d301cc6a80f65d86434ba9ab4.jpg,640,640,gun,9,4,634,616
armas_506_jpg.rf.308d9333378d5bc353862214f75d06e5.jpg,640,640,gun,36,406,224,573
armas_506_jpg.rf.308d9333378d5bc353862214f75d06e5.jpg,640,640,gun,8,273,228,457
armas_506_jpg.rf.308d9333378d5bc353862214f75d06e5.jpg,640,640,gun,128,158,273,243
armas_506_jpg.rf.308d9333378d5bc353862214f75d06e5.jpg,640,640,gun,234,247,444,428
armas_506_jpg.rf.308d9333378d5bc353862214f75d06e5.jpg,640,640,gun,302,426,441,580
armas_506_jpg.rf.308d9333378d5bc353862214f75d06e5.jpg,640,640,gun,404,367,588,548
armas_506_jpg.rf.308d9333378d5bc353862214f75d06e5.jpg,640,640,gun,409,184,574,349
armas_506_jpg.rf.308d9333378d5bc353862214f75d06e5.jpg,640,640,gun,230,58,388,230
armas_506_jpg.rf.308d9333378d5bc353862214f75d06e5.jpg,640,640,gun,36,11,272,248
armas_506_jpg.rf.308d9333378d5bc353862214f75d06e5.jpg,640,640,gun,339,12,560,177
armas_1666_jpg.rf.302f9719089f09a029988a861a6d360a.jpg,640,640,gun,290,223,376,359
armas_1666_jpg.rf.302f9719089f09a029988a861a6d360a.jpg,640,640,gun,393,211,493,361
pistol_632_jpg.rf.2f90bae759d8449e16163a0f4a6aaa66.jpg,640,640,gun,300,347,328,392
pistol_2373_jpg.rf.2ffcdbb95d7e56bfc89aab2038dccdb0.jpg,640,640,gun,390,268,401,287
pistol_2153_jpg.rf.306d851cdd8384a29f08da8a41b54a97.jpg,640,640,gun,340,494,366,515
armas_3520_jpg.rf.308ecdb38a942589aa484f9086144f95.jpg,640,640,gun,29,315,536,556
armas_1795_jpg.rf.300f174dabec2ebeecb71849dabc5eb0.jpg,640,640,gun,450,169,569,243
CAR00392_jpg.rf.2ff9132742f0c7f3edb0f4b73037b687.jpg,640,640,gun,61,74,142,158
armas_813_jpg.rf.30a2cd4436c934e05caf6830959eb961.jpg,640,640,gun,205,354,303,488
armas_914_jpg.rf.2f8aa707592be781ffe0f6c8eb807afe.jpg,640,640,gun,42,22,566,333
armas_3240_jpg.rf.306389b434b7018388ca92c440b009fb.jpg,640,640,gun,57,241,428,422
armas_2466_jpg.rf.30b5a78b3a52cc1c4411db18efe1ab86.jpg,640,640,gun,7,4,632,616
pistol_2298_jpg.rf.2fd11030ffb9d2d3352568d7747fce0f.jpg,640,640,gun,428,542,461,581
armas_1956_jpg.rf.300669acf8331b88c8b185072cefb257.jpg,640,640,gun,33,105,594,535
armas_3060_jpg.rf.302dadabf3991684e15effb1a4728c96.jpg,640,640,gun,267,167,639,604
pistol_2311_jpg.rf.2fedd21f3e94a43b0e19b2014faead5f.jpg,640,640,gun,120,357,139,382
pistol_984_jpg.rf.30a50c1332a60a73c8875e804ab08e85.jpg,640,640,gun,304,192,315,231
armas_727_jpg.rf.30c3132888a1de951bd36e6b393eb187.jpg,640,640,gun,6,4,626,623
armas_2699_jpg.rf.30a6dc2591bebec6af586b513c432534.jpg,640,640,gun,10,4,630,623
armas_2185_jpg.rf.306918d166eb4374d535075630af3039.jpg,640,640,gun,379,206,520,526
CAR00377_jpg.rf.30f9854e2c91c2cd15d7d4ba985cd4e5.jpg,640,640,gun,35,45,126,135
armas_444_jpg.rf.30ca811dae4c2bebed1c2d0073a4523f.jpg,640,640,gun,131,167,492,523
CAR00130_jpg.rf.31234649b4b3dc73c364ae4243751bc3.jpg,640,640,gun,85,386,196,502
CA00200_jpg.rf.312a7eb7d446617ddd4d0966964a261c.jpg,640,640,gun,337,339,563,453
pistol_199_jpg.rf.30eb127dabf7421fa1eff20dc0ce7b28.jpg,640,640,gun,114,330,134,378
pistol_823_jpg.rf.30ce5a387752c21be09b6f58a7b36435.jpg,640,640,gun,275,192,306,231
armas_779_jpg.rf.31304943fdd7c9e68cff1583b3e6b9ef.jpg,640,640,gun,105,319,533,512
CAR00107_jpg.rf.313211f86d5d5532930941a1e1fe602f.jpg,640,640,gun,482,266,600,356
armas_2714_jpg.rf.315f9f12e67fbdc21fbb0111dc52f3f1.jpg,640,640,gun,19,13,619,612
pistol_568_jpg.rf.3199157bb4aa45f3ce6e2f4badfa6506.jpg,640,640,gun,279,193,306,233
CA00289_jpg.rf.310b1884c5a7102d9d17a60474a8e37e.jpg,640,640,gun,419,203,533,353
armas_3429_jpg.rf.30d43d5b518dab398c139d706ba7daca.jpg,640,640,gun,86,194,262,304
armas_3429_jpg.rf.30d43d5b518dab398c139d706ba7daca.jpg,640,640,gun,231,11,372,110
armas_2634_jpg.rf.3124c983cf6492fe913b3024f992f270.jpg,640,640,gun,144,315,198,383
pistol_318_jpg.rf.31b5ea8c8660ae77eecae2d87a24c5be.jpg,640,640,gun,413,238,438,278
armas_3377_jpg.rf.3180175d1412c26b3cf1a38031e85177.jpg,640,640,gun,312,241,391,318
armas_1556_jpg.rf.30faeb127a3eff54405f897f54e4d19f.jpg,640,640,gun,292,287,557,494
pistol_2288_jpg.rf.3188e6d562a75a0da6f6ccef7b95db0e.jpg,640,640,gun,341,520,366,619
pistol_87_jpg.rf.31faf8dd09b551e88c41dfd07674d522.jpg,640,640,gun,456,153,472,212
armas_370_jpg.rf.31c2e04e90f9b92e3af56efcee218a5e.jpg,640,640,gun,374,131,438,250
pistol_1573_jpg.rf.31d522ba0ddc6ea5070e027a90ec2176.jpg,640,640,gun,291,207,302,223
armas_1776_jpg.rf.31b577c2fba7ca8a9e92476e26f406f9.jpg,640,640,gun,68,14,498,581
armas_894_jpg.rf.3118c305a4994839cb30b66418b61053.jpg,640,640,gun,19,34,626,612
CAR00347_jpg.rf.32395099450621d377ba38dcd3a03f55.jpg,640,640,gun,494,101,604,185
armas_394_jpg.rf.31f2447014c3fe5df9f9a0bfd993d125.jpg,640,640,gun,238,265,494,550
armas_1358_jpg.rf.31f0acecff94f3dcca0ac94fb863b758.jpg,640,640,gun,156,126,215,160
armas_1358_jpg.rf.31f0acecff94f3dcca0ac94fb863b758.jpg,640,640,gun,419,129,453,163
armas_1358_jpg.rf.31f0acecff94f3dcca0ac94fb863b758.jpg,640,640,gun,83,352,129,388
armas_1358_jpg.rf.31f0acecff94f3dcca0ac94fb863b758.jpg,640,640,gun,408,359,441,413
armas_1358_jpg.rf.31f0acecff94f3dcca0ac94fb863b758.jpg,640,640,gun,77,584,116,630
armas_1933_jpg.rf.32603286e7d90c3c4bc8907ba2ccfa4f.jpg,640,640,gun,24,65,524,337
armas_745_jpg.rf.321d32274da5892be49f1e0e2cdf14ce.jpg,640,640,gun,458,322,590,447
armas_3209_jpg.rf.317012ac1906afb56e136781372dc9c8.jpg,640,640,gun,72,94,606,601
armas_2948_jpg.rf.3275f1e67a724c569e154379effc782b.jpg,640,640,gun,3,72,317,518
CAR00074_jpg.rf.326a22544977f923af168094eacb4dd7.jpg,640,640,gun,423,86,619,217
armas_819_jpg.rf.324c4ecdba7665c7dae5553ccda8c98a.jpg,640,640,gun,295,17,551,553
armas_1406_jpg.rf.32814109958993078a0cf998cf7f4062.jpg,640,640,gun,329,260,363,331
armas_1483_jpg.rf.3305cf73dc989b7e3833a3468a8221ee.jpg,640,640,gun,86,193,240,485
pistol_2599_jpg.rf.32deed172fbb10fe7aee6927f54aacb3.jpg,640,640,gun,385,356,404,375
pistol_506_jpg.rf.32e713d2f31d716f5212e6ed54cd54fa.jpg,640,640,gun,129,318,142,350
armas_3226_jpg.rf.32a9f4e01af9ad022bcdf952c14106fa.jpg,640,640,gun,226,171,292,341
armas_3226_jpg.rf.32a9f4e01af9ad022bcdf952c14106fa.jpg,640,640,gun,472,122,557,287
armas_1080_jpg.rf.331f78bb1566350b1c4c0de9cfc62dba.jpg,640,640,gun,104,165,494,610
CAR00063_jpg.rf.3389e6ec8c19ec1b44b5afdc8d6a965b.jpg,640,640,gun,520,132,608,190
armas_2547_jpg.rf.3382d60b6d90e71bd6924a94488daabc.jpg,640,640,gun,194,42,375,567
pistol_370_jpg.rf.3347f96a0b8d3a780c82c22b2731c539.jpg,640,640,gun,377,354,409,385
armas_2704_jpg.rf.3368864de9a847424ce2026a80c04ce5.jpg,640,640,gun,269,267,333,359
armas_731_jpg.rf.334b39fc594eda0eb22d316de2cd1170.jpg,640,640,gun,22,3,627,602
armas_1165_jpg.rf.33c5f5910fbfb7aca380bb2f46ccef63.jpg,640,640,gun,22,14,627,601
armas_3031_jpg.rf.3319f60785e48a6fe2605ea8274a7d9c.jpg,640,640,gun,299,246,532,566
pistol_1593_jpg.rf.33d28fe7293757ed8b9db72accd87c7b.jpg,640,640,gun,499,145,513,184
armas_3383_jpg.rf.33ac570df0e3f241bcca71f70c856d2a.jpg,640,640,gun,238,271,263,327
armas_2103_jpg.rf.33b28267ddb0e34d7e2ace6cfa5ba6dd.jpg,640,640,gun,0,6,619,617
pistol_59_jpg.rf.33966e9e8241c6065deb62170307de9f.jpg,640,640,gun,211,296,230,362
pistol_2530_jpg.rf.32e7b7b3e5a7a4e599ef0228271efc07.jpg,640,640,gun,435,387,454,408
pistol_1347_jpg.rf.338c68fba01c8ebb7c319ce4acff9186.jpg,640,640,gun,299,359,360,480
armas_576_jpg.rf.338ee116968f8a3be914ddf35a5e588d.jpg,640,640,gun,14,8,624,601
pistol_425_jpg.rf.337c3c0cf9c01df50f25085eec4357ae.jpg,640,640,gun,111,563,123,607
pistol_2375_jpg.rf.33d3961e603b3c52351c0176aaef49fa.jpg,640,640,gun,396,215,403,225
armas_186_jpg.rf.33336a659e1391175f4f7fb4d9ee849d.jpg,640,640,gun,315,172,376,251
armas_921_jpg.rf.33d6a3c75529b185f1821df50675b79f.jpg,640,640,gun,291,25,352,90
armas_921_jpg.rf.33d6a3c75529b185f1821df50675b79f.jpg,640,640,gun,45,243,117,337
armas_921_jpg.rf.33d6a3c75529b185f1821df50675b79f.jpg,640,640,gun,158,65,197,105
armas_921_jpg.rf.33d6a3c75529b185f1821df50675b79f.jpg,640,640,gun,181,478,219,514
armas_921_jpg.rf.33d6a3c75529b185f1821df50675b79f.jpg,640,640,gun,486,34,533,100
armas_921_jpg.rf.33d6a3c75529b185f1821df50675b79f.jpg,640,640,gun,318,377,362,433
armas_921_jpg.rf.33d6a3c75529b185f1821df50675b79f.jpg,640,640,gun,552,393,588,429
armas_921_jpg.rf.33d6a3c75529b185f1821df50675b79f.jpg,640,640,gun,398,452,428,471
armas_921_jpg.rf.33d6a3c75529b185f1821df50675b79f.jpg,640,640,gun,435,613,467,638
armas_921_jpg.rf.33d6a3c75529b185f1821df50675b79f.jpg,640,640,gun,231,193,264,209
armas_921_jpg.rf.33d6a3c75529b185f1821df50675b79f.jpg,640,640,gun,435,175,467,195
CA00151_jpg.rf.332e6df72c990cbb23c2f208725b2e1d.jpg,640,640,gun,213,382,341,553
pistol_2378_jpg.rf.33f0ff60b3c9d4bdd5a0b26512ff0b4c.jpg,640,640,gun,389,214,402,221
pistol_2609_jpg.rf.33015cfbf17f46f2c0dc668bfb9ea45b.jpg,640,640,gun,353,368,378,387
pistol_1629_jpg.rf.32db28186e5fceee3a967a93f13c95b8.jpg,640,640,gun,319,252,326,277
armas_2134_jpg.rf.33ea09dd55a49a600f01a39e4a87636d.jpg,640,640,gun,16,251,456,635
armas_2134_jpg.rf.33ea09dd55a49a600f01a39e4a87636d.jpg,640,640,gun,180,18,616,443
pistol_392_jpg.rf.34c07a180ad1180b3cde11a06dab80bf.jpg,640,640,gun,365,521,390,581
armas_2774_jpg.rf.33f8fd794711e81702c3948cfead3f4a.jpg,640,640,gun,2,4,627,616
pistol_1756_jpg.rf.346be259c64f53c01e2029b4a87bf111.jpg,640,640,gun,164,211,176,230
armas_1929_jpg.rf.33f7e27dc2e2282d4ee8b597555fdf72.jpg,640,640,gun,17,49,622,560
armas_1268_jpg.rf.344e40f3607f158dd24048a137db2161.jpg,640,640,gun,21,32,611,608
pistol_1705_jpg.rf.34d3ba838e8110291eb528a673803c0c.jpg,640,640,gun,394,295,401,320
armas_1475_jpg.rf.343080c03eeae5a2e385fff22f145210.jpg,640,640,gun,151,43,516,462
pistol_2203_jpg.rf.346072168830c72aa7198acb174da6df.jpg,640,640,gun,318,594,344,625
armas_4_jpg.rf.347faa61ae9e9b75dd96dfb5b9d09673.jpg,640,640,gun,43,25,569,604
armas_2597_jpg.rf.34e116298380251f2b050ecfac6ca794.jpg,640,640,gun,18,13,623,592
armas_1607_jpg.rf.3482fb3e50d6446ef6d6bd2954bad637.jpg,640,640,gun,82,51,493,502
armas_3062_jpg.rf.348fafbecd1a8c1817c328f2144e87dd.jpg,640,640,gun,87,181,226,260
armas_3062_jpg.rf.348fafbecd1a8c1817c328f2144e87dd.jpg,640,640,gun,114,215,198,285
pistol_1218_jpg.rf.34b9c45ecd13faf9234858884a7a0e0f.jpg,640,640,gun,278,136,292,176
pistol_1570_jpg.rf.34ee9d1e23bf7405dc2351dc1ccb1cfa.jpg,640,640,gun,304,182,315,201
armas_2253_jpg.rf.35245d7c208c1c7ee9b2e19071e93b83.jpg,640,640,gun,395,274,416,328
CAR00379_jpg.rf.352aa24b4dced810bacd754992005bfd.jpg,640,640,gun,61,81,133,173
pistol_2562_jpg.rf.34c5ec756f4f73ea7623838b4bbdf1a8.jpg,640,640,gun,236,355,266,374
pistol_1736_jpg.rf.35172e78095b8dc850e4b7b5a7cb8923.jpg,640,640,gun,263,390,279,430
pistol_2053_jpg.rf.34f7c0a75c9456912867fb87434f2aa8.jpg,640,640,gun,80,471,99,490
pistol_1779_jpg.rf.356555e62668d46520c6f731166af98a.jpg,640,640,gun,455,275,466,295
armas_1957_jpg.rf.352a9c304e766607099984de47e97f87.jpg,640,640,gun,2,3,627,628
pistol_924_jpg.rf.35792d3b2cf848d9be2f5b46600ea381.jpg,640,640,gun,66,335,79,376
pistol_2856_jpg.rf.34e2e18e84c365f3079595f24ff149a8.jpg,640,640,gun,427,313,444,365
armas_2603_jpg.rf.34e6f64a85cd2146486c7f078830cc7e.jpg,640,640,gun,116,123,593,442
armas_587_jpg.rf.3577e40229c6d0a7bcc38b8921290254.jpg,640,640,gun,6,4,626,616
pistol_185_jpg.rf.35ad077756146053b430176c11c3d540.jpg,640,640,gun,116,325,135,370
armas_948_jpg.rf.352ac60d7c85637529ebb8f57af2043c.jpg,640,640,gun,85,90,296,609
armas_2616_jpg.rf.34fa62aee85617a93e64a64478176aad.jpg,640,640,gun,22,14,619,624
armas_1186_jpg.rf.34be92225480e5b5069137c8b6dc19dc.jpg,640,640,gun,89,81,174,200
armas_1186_jpg.rf.34be92225480e5b5069137c8b6dc19dc.jpg,640,640,gun,15,301,140,402
pistol_1915_jpg.rf.3597d8399e78213b35b7c2f2e9c5f7e9.jpg,640,640,gun,385,272,406,300
pistol_1983_jpg.rf.358b7514c8b487aae4e035b21df903dc.jpg,640,640,gun,372,291,380,312
armas_3239_jpg.rf.35b7b02ff5d5cb31cc168ca82ffd9130.jpg,640,640,gun,278,183,331,215
CAR00040_jpg.rf.353d8c0956c911c12cd1728989cd65ed.jpg,640,640,gun,12,139,128,213
armas_632_jpg.rf.35dec15c6c0858c92ab07c01b6ea11fb.jpg,640,640,gun,387,54,479,188
armas_2863_jpg.rf.35c220cea8100007b983ddd0167aeed9.jpg,640,640,gun,14,170,112,269
pistol_2132_jpg.rf.35d1108391c0bbe914928f187d24d23e.jpg,640,640,gun,127,388,146,408
pistol_2495_jpg.rf.36210a83135750d8ffbb9eda49a258ad.jpg,640,640,gun,354,220,365,228
pistol_824_jpg.rf.36295e760de0324720826f05fbd7a616.jpg,640,640,gun,285,196,316,236
armas_2598_jpg.rf.3619bc0dbaafe125fcdc0a0be93d03f9.jpg,640,640,gun,238,214,310,333
armas_2598_jpg.rf.3619bc0dbaafe125fcdc0a0be93d03f9.jpg,640,640,gun,353,174,412,360
pistol_1057_jpg.rf.36384be24b9ad5768a8e560be8f2c0e1.jpg,640,640,gun,320,252,345,280
pistol_885_jpg.rf.362291c5eeb6c0da8c000e3093662057.jpg,640,640,gun,54,398,67,444
armas_499_jpg.rf.3638cc662d4ace3c2996bf24aebd882a.jpg,640,640,gun,10,14,620,618
armas_2568_jpg.rf.3646f68c1941782d5ef79d8678f67465.jpg,640,640,gun,96,13,450,632
pistol_2263_jpg.rf.3638d0901d2ab04995847176518bc45d.jpg,640,640,gun,361,400,382,421
armas_183_jpg.rf.366e2052a8f6beecf2fadb6c8129e98f.jpg,640,640,gun,149,130,249,629
pistol_2128_jpg.rf.3679025b91182a79b2009674f168b6e9.jpg,640,640,gun,119,490,140,511
pistol_2387_jpg.rf.3621f09d0cdde101a0f08893eb4917fa.jpg,640,640,gun,333,243,346,256
pistol_1686_jpg.rf.3656f67924244393febefbfcb4712535.jpg,640,640,gun,340,325,360,353
armas_2069_jpg.rf.367150883819786fbf131e9a5ba79977.jpg,640,640,gun,19,4,626,616
pistol_2795_jpg.rf.35dbe93873e4f01644840cbb13c006b4.jpg,640,640,gun,227,368,259,398
armas_2965_jpg.rf.36bc54e1a31c5c5931f0767c5abc96bc.jpg,640,640,gun,168,358,588,614
